Rank,Player,Country,Hit,Single,Outside,Other,Pcnt,Double,Year
5,Michael van Gerwen,NED,39,15,30,0,46.43%,7,2024
6,Luke Humphries,ENG,18,9,12,0,46.15%,7,2024
7,Martin Schindler,GER,9,6,6,0,42.86%,7,2024
8,Gary Anderson,SCO,9,3,9,0,42.86%,7,2024
9,Dirk van Duijvenbode,NED,15,0,21,0,41.67%,7,2024
10,Damon Heta,AUS,15,9,15,0,38.46%,7,2024
11,Dave Chisnall,ENG,15,3,21,0,38.46%,7,2024
12,Rob Cross,ENG,12,6,12,3,36.36%,7,2024
13,Chris Dobey,ENG,12,9,9,3,36.36%,7,2024
14,Michael Smith,ENG,12,15,6,3,33.33%,7,2024
15,Kevin Doets,NED,9,6,12,0,33.33%,7,2024
16,Dimitri Van den Bergh,BEL,9,6,12,0,33.33%,7,2024
17,Gian van Veen,NED,18,9,30,0,31.58%,7,2024
18,Gerwyn Price,WAL,6,6,9,3,25%,7,2024
19,Josh Rock,NIR,6,6,15,0,22.22%,7,2024
20,Cameron Menzies,SCO,3,3,15,3,12.5%,7,2024
21,Ross Smith,ENG,3,15,18,0,8.33%,7,2024
1,Paolo Nebrida,PHI,18,0,3,0,85.71%,8,2024
2,Kevin Troppmann,GER,18,0,3,0,85.71%,8,2024
3,Cameron Crabtree,,18,3,3,0,75%,8,2024
4,Anton Ostlund,SWE,18,0,6,0,75%,8,2024
5,Berry van Peer,NED,24,3,6,0,72.73%,8,2024
6,Rowby-John Rodriguez,AUT,15,3,3,0,71.43%,8,2024
7,Scott Williams,ENG,66,12,21,3,64.71%,8,2024
8,Ryan Joyce,ENG,138,12,63,6,63.01%,8,2024
9,Jitse van der Wal,NED,18,9,3,0,60%,8,2024
10,Joe Cullen,ENG,99,24,48,0,57.89%,8,2024
11,Damon Heta,AUS,207,63,87,3,57.5%,8,2024
12,Keegan Brown,ENG,12,0,9,0,57.14%,8,2024
13,Haupai Puha,NZL,36,6,21,0,57.14%,8,2024
14,Dom Taylor,ENG,39,15,18,0,54.17%,8,2024
15,Simon Whitlock,AUS,24,12,9,0,53.33%,8,2024
16,Luke Humphries,ENG,447,198,219,6,51.38%,8,2024
17,Ricardo Pietreczko,GER,63,36,24,0,51.22%,8,2024
18,Sebastian Bialecki,POL,12,0,12,0,50%,8,2024
19,Lukas Wenig,GER,12,9,3,0,50%,8,2024
20,Brendan Dolan,NIR,72,15,54,6,48.98%,8,2024
21,Wessel Nijman,NED,117,63,60,0,48.75%,8,2024
22,Rob Cross,ENG,228,132,108,0,48.72%,8,2024
23,Madars Razma,LTV,57,24,33,3,48.72%,8,2024
24,Raymond van Barneveld,NED,144,60,93,0,48.48%,8,2024
25,Callan Rydz,ENG,36,15,21,3,48%,8,2024
26,Gabriel Clemens,GER,102,48,60,3,47.89%,8,2024
27,Steve Lennon,IRL,27,9,21,0,47.37%,8,2024
28,Boris Krčmar,CRO,36,15,27,0,46.15%,8,2024
29,Mervyn King,ENG,18,12,9,0,46.15%,8,2024
30,James Wade,ENG,45,21,33,0,45.45%,8,2024
31,Kevin Doets,NED,90,42,66,0,45.45%,8,2024
32,Martin Lukeman,ENG,63,48,30,0,44.68%,8,2024
33,Michael Smith,ENG,186,78,153,0,44.6%,8,2024
34,William Borland,SCO,12,6,9,0,44.44%,8,2024
35,Niko Springer,GER,12,3,12,0,44.44%,8,2024
36,Adam Hunt,ENG,12,0,15,0,44.44%,8,2024
37,Gian van Veen,NED,141,84,93,0,44.34%,8,2024
38,Ritchie Edhouse,ENG,117,60,81,6,44.32%,8,2024
39,Josh Rock,NIR,114,84,57,3,44.19%,8,2024
40,Daryl Gurney,NIR,129,69,96,0,43.88%,8,2024
41,Martin Schindler,GER,138,51,123,3,43.81%,8,2024
42,Matt Campbell,CAN,21,15,12,0,43.75%,8,2024
43,Cameron Menzies,SCO,132,72,99,3,43.14%,8,2024
44,Cameron Carolissen,RSA,9,3,9,0,42.86%,8,2024
45,Luke Woodhouse,ENG,123,75,90,0,42.71%,8,2024
46,Jermaine Wattimena,NED,114,81,66,9,42.22%,8,2024
47,Karel Sedláček,CZE,24,21,12,0,42.11%,8,2024
48,Leonard Gates,USA,15,12,9,0,41.67%,8,2024
49,Richard Veenstra,NED,36,21,30,0,41.38%,8,2024
50,Luke Littler,ENG,114,33,129,0,41.3%,8,2024
51,Nathan Aspinall,ENG,162,90,144,0,40.91%,8,2024
52,Christian Perez,PHI,27,24,15,0,40.91%,8,2024
53,Michael van Gerwen,NED,303,132,309,0,40.73%,8,2024
54,Krzysztof Ratajski,POL,135,63,135,0,40.54%,8,2024
55,Ricky Evans,ENG,45,21,45,0,40.54%,8,2024
56,Ross Smith,ENG,207,66,237,3,40.35%,8,2024
57,Dirk van Duijvenbode,NED,129,72,114,6,40.19%,8,2024
58,Dylan Slevin,IRL,12,0,15,3,40%,8,2024
59,Andy Baetens,BEL,36,12,42,0,40%,8,2024
60,Jim Williams,WAL,12,6,12,0,40%,8,2024
61,Gian van Veena,,12,0,18,0,40%,8,2024
62,Stephen Bunting,ENG,186,87,189,3,40%,8,2024
63,Connor Scutt,ENG,39,18,42,0,39.39%,8,2024
64,Florian Hempel,GER,42,24,42,0,38.89%,8,2024
65,William O'Connor,IRL,45,18,51,3,38.46%,8,2024
66,Mike De Decker,BEL,105,54,111,6,38.04%,8,2024
67,Romeo Grbavac,CRO,9,6,9,0,37.5%,8,2024
68,Ian White,ENG,18,15,15,0,37.5%,8,2024
69,Peter Wright,SCO,111,90,96,0,37.37%,8,2024
70,Danny Noppert,NED,84,54,87,0,37.33%,8,2024
71,Jonny Clayton,WAL,150,105,147,0,37.31%,8,2024
72,Robert Owen,WAL,30,24,24,3,37.04%,8,2024
73,Keane Barry,IRL,30,15,30,6,37.04%,8,2024
74,Andrew Gilding,ENG,42,30,42,0,36.84%,8,2024
75,Mensur Suljović,AUT,33,27,30,0,36.67%,8,2024
76,Dave Chisnall,ENG,84,54,93,0,36.36%,8,2024
77,Robbie Knops,BEL,12,6,15,0,36.36%,8,2024
78,José de Sousa,POR,8,6,8,0,36.36%,8,2024
79,Wesley Plaisier,NED,39,24,42,3,36.11%,8,2024
80,Chris Dobey,ENG,198,111,240,0,36.07%,8,2024
81,Jeffrey de Graaf,SWE,48,18,69,0,35.56%,8,2024
82,Kim Huybrechts,BEL,39,21,51,0,35.14%,8,2024
83,Gary Anderson,SCO,72,63,66,6,34.78%,8,2024
84,Nick Kenny,WAL,27,18,33,0,34.62%,8,2024
85,Dimitri Van den Bergh,BEL,165,108,204,3,34.38%,8,2024
86,Alan Soutar,SCO,33,15,42,6,34.38%,8,2024
87,Darius Labanauskas,LTH,9,6,12,0,33.33%,8,2024
88,Darren Beveridge,SCO,15,6,24,0,33.33%,8,2024
89,Owen Bates,ENG,15,6,24,3,31.25%,8,2024
90,Graham Hall,ENG,15,21,12,0,31.25%,8,2024
91,Brett Claydon,ENG,9,6,15,0,30%,8,2024
92,Thibault Tricole,FRA,15,18,15,3,29.41%,8,2024
93,Jeffrey de Zwaan,NED,15,6,30,0,29.41%,8,2024
94,Graham Usher,ENG,6,6,9,0,28.57%,8,2024
95,Stowe Buntz,USA,6,3,12,0,28.57%,8,2024
96,Ryan Searle,ENG,27,42,27,0,28.13%,8,2024
97,Gerwyn Price,WAL,30,36,42,0,27.78%,8,2024
98,Beau Greaves,ENG,9,0,21,3,27.27%,8,2024
99,Daniel Klose,GER,6,9,9,0,25%,8,2024
100,Radoslaw Szaganski,POL,12,18,27,0,21.05%,8,2024
101,Steve Beaton,ENG,15,27,27,3,20.83%,8,2024
102,James Hurrell,ENG,6,9,15,0,20%,8,2024
103,Andras Csoka,HUN,6,0,21,3,20%,8,2024
104,Benjamin Pratnemer,SVN,6,12,12,0,20%,8,2024
105,Kai Gotthardt,GER,6,9,18,0,18.18%,8,2024
106,Matthew Dennant,ENG,12,21,39,0,16.67%,8,2024
107,Maik Kuivenhoven,NED,6,12,18,0,16.67%,8,2024
108,Jeremy Fagg,AUS,3,3,12,3,14.29%,8,2024
109,Joe Comito,AUS,3,6,18,0,11.11%,8,2024
110,Josh Payne,ENG,3,0,24,0,11.11%,8,2024
111,Jelle Klaasen,NED,3,3,27,0,9.09%,8,2024
112,Richie Burnett,WAL,0,6,15,0,0%,8,2024
1,Ian White,ENG,15,3,3,0,71.43%,9,2024
2,Ryan Joyce,ENG,15,6,3,0,62.5%,9,2024
3,Gerwyn Price,WAL,21,9,6,0,58.33%,9,2024
4,Christian Perez,PHI,12,6,3,0,57.14%,9,2024
5,Nathan Aspinall,ENG,24,9,9,0,57.14%,9,2024
6,Michael Smith,ENG,42,18,15,3,53.85%,9,2024
7,Martin Schindler,GER,33,9,24,0,50%,9,2024
8,Richard Veenstra,NED,12,0,12,0,50%,9,2024
9,Luke Humphries,ENG,72,42,33,6,47.06%,9,2024
10,Michael van Gerwen,NED,33,6,33,0,45.83%,9,2024
11,Rob Cross,ENG,48,18,18,21,45.71%,9,2024
12,James Wade,ENG,15,9,9,0,45.45%,9,2024
13,Danny Noppert,NED,15,0,18,0,45.45%,9,2024
14,Daryl Gurney,NIR,69,18,54,12,45.1%,9,2024
15,Chris Dobey,ENG,27,18,15,0,45%,9,2024
16,Jeffrey de Graaf,SWE,27,9,27,0,42.86%,9,2024
17,Ross Smith,ENG,51,24,39,9,41.46%,9,2024
18,Ryan Searle,ENG,12,9,9,0,40%,9,2024
19,Alan Soutar,SCO,21,18,15,0,38.89%,9,2024
20,Andrew Gilding,ENG,15,15,9,0,38.46%,9,2024
21,Dave Chisnall,ENG,30,6,39,3,38.46%,9,2024
22,Callan Rydz,ENG,9,3,12,0,37.5%,9,2024
23,Steve Beaton,ENG,9,3,12,0,37.5%,9,2024
24,Raymond van Barneveld,NED,18,18,12,0,37.5%,9,2024
25,Martin Lukeman,ENG,12,9,12,0,36.36%,9,2024
26,Madars Razma,LTV,9,9,3,6,33.33%,9,2024
27,Ritchie Edhouse,ENG,27,9,42,3,33.33%,9,2024
28,Jonny Clayton,WAL,12,3,21,0,33.33%,9,2024
29,Florian Hempel,GER,9,9,9,0,33.33%,9,2024
30,Cameron Menzies,SCO,30,15,51,3,30.3%,9,2024
31,Boris Krčmar,CRO,12,12,18,0,28.57%,9,2024
32,Krzysztof Ratajski,POL,12,9,15,6,28.57%,9,2024
33,Connor Scutt,ENG,6,3,9,3,28.57%,9,2024
34,Gian van Veen,NED,6,6,6,3,28.57%,9,2024
35,Gary Anderson,SCO,15,15,24,0,27.78%,9,2024
36,Josh Rock,NIR,12,12,21,3,25%,9,2024
37,Dirk van Duijvenbode,NED,12,21,18,0,23.53%,9,2024
38,Damon Heta,AUS,21,21,48,0,23.33%,9,2024
39,Wessel Nijman,NED,9,0,27,3,23.08%,9,2024
40,Peter Wright,SCO,18,24,33,3,23.08%,9,2024
41,Mike De Decker,BEL,6,12,9,0,22.22%,9,2024
42,Kevin Doets,NED,6,6,15,0,22.22%,9,2024
43,Stephen Bunting,ENG,6,15,15,0,16.67%,9,2024
44,Lukas Wenig,GER,3,3,15,0,14.29%,9,2024
45,Joe Cullen,ENG,3,12,6,0,14.29%,9,2024
46,Niels Zonneveld,NED,3,12,9,0,12.5%,9,2024
47,Ricardo Pietreczko,GER,6,15,39,6,9.09%,9,2024
48,Kevin Troppmann,GER,0,6,27,0,0%,9,2024
1,Ted Evetts,ENG,24,0,6,0,80%,10,2024
2,Paolo Nebrida,PHI,18,3,6,0,66.67%,10,2024
3,Jeffrey de Zwaan,NED,15,6,3,0,62.5%,10,2024
4,Maik Kuivenhoven,NED,30,3,18,0,58.82%,10,2024
5,Josh Payne,ENG,21,3,12,0,58.33%,10,2024
6,Nathan Rafferty,NIR,39,9,21,0,56.52%,10,2024
7,Stefan Bellmont,SUI,15,0,12,0,55.56%,10,2024
8,Nick Kenny,WAL,24,9,12,0,53.33%,10,2024
9,Chris Dobey,ENG,174,69,96,0,51.33%,10,2024
10,Kevin Doets,NED,63,30,30,0,51.22%,10,2024
11,Jeffrey de Graaf,SWE,21,12,6,3,50%,10,2024
12,Adam Gawlas,CZE,12,12,0,0,50%,10,2024
13,Andy Baetens,BEL,33,15,15,3,50%,10,2024
14,Alexander Fehlmann,,12,0,12,0,50%,10,2024
15,Haupai Puha,NZL,18,6,12,0,50%,10,2024
16,Wesley Plaisier,NED,36,15,21,0,50%,10,2024
17,Noa-Lynn van Leuven,NED,12,9,3,0,50%,10,2024
18,Luke Littler,ENG,903,369,543,15,49.34%,10,2024
19,Ryan Joyce,ENG,45,12,30,6,48.39%,10,2024
20,Ryan Meikle,ENG,33,21,12,3,47.83%,10,2024
21,Gian van Veen,NED,90,24,75,3,46.88%,10,2024
22,Stephen Bunting,ENG,156,66,105,6,46.85%,10,2024
23,Cameron Menzies,SCO,96,39,75,3,45.07%,10,2024
24,Martin Schindler,GER,153,90,96,3,44.74%,10,2024
25,Jurjen van der Velde,NED,12,9,6,0,44.44%,10,2024
26,Owen Bates,ENG,24,12,18,0,44.44%,10,2024
27,Scott Williams,ENG,60,24,51,0,44.44%,10,2024
28,Thibault Tricole,FRA,36,24,15,6,44.44%,10,2024
29,Raymond van Barneveld,NED,129,42,117,3,44.33%,10,2024
30,Rob Cross,ENG,117,63,81,3,44.32%,10,2024
31,Daryl Gurney,NIR,72,21,69,3,43.64%,10,2024
32,Connor Scutt,ENG,48,39,24,0,43.24%,10,2024
33,Brett Claydon,ENG,9,9,3,0,42.86%,10,2024
34,Florian Hempel,GER,63,36,42,6,42.86%,10,2024
35,Josh Rock,NIR,141,78,111,0,42.73%,10,2024
36,Brendan Dolan,NIR,51,27,42,0,42.5%,10,2024
37,Richard Veenstra,NED,48,42,24,0,42.11%,10,2024
38,William O'Connor,IRL,24,15,18,0,42.11%,10,2024
39,Madars Razma,LTV,39,30,24,0,41.94%,10,2024
40,Danny Noppert,NED,183,87,165,6,41.5%,10,2024
41,Ricky Evans,ENG,42,27,33,0,41.18%,10,2024
42,Matthew Dennant,ENG,21,12,18,0,41.18%,10,2024
43,Karel Sedláček,CZE,39,21,30,6,40.63%,10,2024
44,Jonny Clayton,WAL,117,66,105,0,40.63%,10,2024
45,Luke Woodhouse,ENG,54,39,42,0,40%,10,2024
46,Bruno Stoeckli,SUI,12,0,12,6,40%,10,2024
47,Luke Humphries,ENG,291,189,237,15,39.75%,10,2024
48,Damon Heta,AUS,120,45,129,9,39.6%,10,2024
49,Stephen Burton,ENG,27,24,18,0,39.13%,10,2024
50,Dimitri Van den Bergh,BEL,81,39,87,0,39.13%,10,2024
51,Michael Smith,ENG,318,210,267,18,39.11%,10,2024
52,Jim Williams,WAL,21,21,12,0,38.89%,10,2024
53,Gary Anderson,SCO,114,84,87,9,38.78%,10,2024
54,Jules Van Dongen,USA,24,3,36,0,38.1%,10,2024
55,Rowby-John Rodriguez,AUT,24,18,21,0,38.1%,10,2024
56,Ryan Searle,ENG,198,75,246,3,37.93%,10,2024
57,Michael van Gerwen,NED,207,141,192,6,37.91%,10,2024
58,Mike De Decker,BEL,84,36,90,12,37.84%,10,2024
59,Ritchie Edhouse,ENG,69,45,66,3,37.7%,10,2024
60,Andrew Gilding,ENG,96,78,78,3,37.65%,10,2024
61,James Wade,ENG,219,108,252,3,37.63%,10,2024
62,Christian Kist,NED,9,12,3,0,37.5%,10,2024
63,Danny Jansen,NED,9,9,6,0,37.5%,10,2024
64,Steve Beaton,ENG,18,9,21,0,37.5%,10,2024
65,Martin Lukeman,ENG,45,36,39,0,37.5%,10,2024
66,Graham Hall,ENG,18,15,15,0,37.5%,10,2024
67,Jermaine Wattimena,NED,75,51,75,0,37.31%,10,2024
68,Dave Chisnall,ENG,141,129,102,6,37.3%,10,2024
69,Niels Zonneveld,NED,66,30,81,0,37.29%,10,2024
70,Gerwyn Price,WAL,267,195,243,12,37.24%,10,2024
71,Krzysztof Ratajski,POL,48,42,39,0,37.21%,10,2024
72,Joe Cullen,ENG,90,24,126,3,37.04%,10,2024
73,Vincent van der Voort,NED,12,0,18,3,36.36%,10,2024
74,Kim Huybrechts,BEL,24,18,24,0,36.36%,10,2024
75,Leonard Gates,USA,18,12,15,6,35.29%,10,2024
76,Rhys Griffin,WAL,24,15,27,3,34.78%,10,2024
77,Mensur Suljović,AUT,27,24,24,3,34.62%,10,2024
78,Dom Taylor,ENG,12,3,21,0,33.33%,10,2024
79,John Henderson,SCO,12,9,15,0,33.33%,10,2024
80,Radoslaw Szaganski,POL,9,6,12,0,33.33%,10,2024
81,Wessel Nijman,NED,27,24,30,0,33.33%,10,2024
82,Cameron Crabtree,,9,6,12,0,33.33%,10,2024
83,Dylan Slevin,IRL,42,33,51,0,33.33%,10,2024
84,Alan Soutar,SCO,33,27,36,3,33.33%,10,2024
85,Graham Usher,ENG,12,6,18,0,33.33%,10,2024
86,Lukas Wenig,GER,27,24,30,0,33.33%,10,2024
87,Dave Cameron,CAN,9,6,12,0,33.33%,10,2024
88,Peter Wright,SCO,150,105,198,3,32.89%,10,2024
89,Callan Rydz,ENG,72,66,81,0,32.88%,10,2024
90,Mickey Mansell,NIR,69,42,96,3,32.86%,10,2024
91,Nathan Aspinall,ENG,114,114,129,3,31.67%,10,2024
92,Boris Krčmar,CRO,15,15,18,0,31.25%,10,2024
93,Ross Smith,ENG,75,75,96,3,30.12%,10,2024
94,Ricardo Pietreczko,GER,36,24,57,3,30%,10,2024
95,Jitse van der Wal,NED,9,6,15,0,30%,10,2024
96,James Hurrell,ENG,15,21,15,0,29.41%,10,2024
97,Daniel Lauby Jr.,USA,15,15,18,3,29.41%,10,2024
98,Ian White,ENG,42,24,78,0,29.17%,10,2024
99,Mikuru Suzuki,JPN,6,3,12,0,28.57%,10,2024
100,Mervyn King,ENG,21,18,33,3,28%,10,2024
101,Matt Campbell,CAN,21,33,21,0,28%,10,2024
102,Arron Monk,ENG,18,24,21,3,27.27%,10,2024
103,Robert Owen,WAL,30,27,57,0,26.32%,10,2024
104,Simon Whitlock,AUS,18,9,42,0,26.09%,10,2024
105,Gabriel Clemens,GER,57,63,90,9,26.03%,10,2024
106,George Killington,ENG,9,18,9,0,25%,10,2024
107,Romeo Grbavac,CRO,6,6,12,0,25%,10,2024
108,Franz Rötzsch,GER,9,9,18,0,25%,10,2024
109,Berry van Peer,NED,6,3,15,0,25%,10,2024
110,Kevin Troppmann,GER,6,6,12,0,25%,10,2024
111,Lourence Ilagan,PHI,6,6,12,0,25%,10,2024
112,Steve Lennon,IRL,12,9,27,3,23.53%,10,2024
113,Keane Barry,IRL,33,15,90,3,23.4%,10,2024
114,José de Sousa,POR,16,22,30,2,22.86%,10,2024
115,Rsoer Roes,POR,8,11,15,1,22.86%,10,2024
116,Christian Perez,PHI,6,9,12,0,22.22%,10,2024
117,Jelle Klaasen,NED,12,15,30,0,21.05%,10,2024
118,Dirk van Duijvenbode,NED,51,66,126,3,20.73%,10,2024
119,Chris Landman,NED,9,12,18,6,20%,10,2024
120,Jacques Labre,FRA,6,15,9,0,20%,10,2024
121,Sebastian Bialecki,POL,3,3,15,0,14.29%,10,2024
122,Stowe Buntz,USA,3,18,0,0,14.29%,10,2024
123,Max Hopp,GER,3,6,12,0,14.29%,10,2024
124,Fallon Sherrock,ENG,3,12,0,6,14.29%,10,2024
125,Katie Sheldon,IRL,3,3,15,3,12.5%,10,2024
126,Kai Gotthardt,GER,3,6,18,0,11.11%,10,2024
127,Darren Beveridge,SCO,3,9,15,0,11.11%,10,2024
128,Nandor Pres,HUN,0,6,18,0,0%,10,2024
1,Luke Littler,ENG,15,0,6,0,71.43%,11,2024
2,Damon Heta,AUS,33,9,9,0,64.71%,11,2024
3,Michael Smith,ENG,12,3,6,3,50%,11,2024
4,Ross Smith,ENG,21,6,15,0,50%,11,2024
5,Stephen Bunting,ENG,18,12,6,3,46.15%,11,2024
6,Luke Humphries,ENG,18,6,15,0,46.15%,11,2024
7,Gabriel Clemens,GER,9,0,12,0,42.86%,11,2024
8,Martin Schindler,GER,9,6,3,3,42.86%,11,2024
9,Brendan Dolan,NIR,6,3,15,0,25%,11,2024
10,Rob Cross,ENG,6,12,15,0,18.18%,11,2024
11,Michael van Gerwen,NED,3,3,15,3,12.5%,11,2024
12,Chris Dobey,ENG,0,18,18,0,0%,11,2024
1,Nathan Rafferty,NIR,21,0,9,0,70%,12,2024
2,Mensur Suljović,AUT,15,3,3,3,62.5%,12,2024
3,Thibault Tricole,FRA,15,0,9,0,62.5%,12,2024
4,Martin Schindler,GER,51,24,12,0,58.62%,12,2024
5,Karel Sedláček,CZE,21,9,6,0,58.33%,12,2024
6,Brett Claydon,ENG,12,0,9,0,57.14%,12,2024
7,Alan Soutar,SCO,12,3,6,0,57.14%,12,2024
8,Graham Hall,ENG,18,12,3,0,54.55%,12,2024
9,Ryan Joyce,ENG,30,6,24,0,50%,12,2024
10,Jermaine Wattimena,NED,24,18,6,0,50%,12,2024
11,Daryl Gurney,NIR,30,15,15,0,50%,12,2024
12,Richard Veenstra,NED,24,6,18,0,50%,12,2024
13,Niels Zonneveld,NED,30,18,9,3,50%,12,2024
14,James Wade,ENG,75,36,42,0,49.02%,12,2024
15,Ritchie Edhouse,ENG,36,21,18,0,48%,12,2024
16,Luke Humphries,ENG,135,96,51,0,47.87%,12,2024
17,Ricardo Pietreczko,GER,30,9,24,0,47.62%,12,2024
18,Mike De Decker,BEL,30,21,12,0,47.62%,12,2024
19,Josh Rock,NIR,54,21,42,0,46.15%,12,2024
20,Krzysztof Ratajski,POL,33,18,21,0,45.83%,12,2024
21,Stephen Bunting,ENG,78,36,54,3,45.61%,12,2024
22,Luke Littler,ENG,135,87,72,3,45.45%,12,2024
23,Gian van Veen,NED,39,33,15,0,44.83%,12,2024
24,John Henderson,SCO,9,3,9,0,42.86%,12,2024
25,Christian Kist,NED,9,9,3,0,42.86%,12,2024
26,Steve Beaton,ENG,9,3,9,0,42.86%,12,2024
27,Dylan Slevin,IRL,9,3,9,0,42.86%,12,2024
28,Chris Dobey,ENG,39,18,27,9,41.94%,12,2024
29,Gerwyn Price,WAL,165,96,147,0,40.44%,12,2024
30,Ross Smith,ENG,57,36,48,0,40.43%,12,2024
31,Peter Wright,SCO,81,51,69,0,40.3%,12,2024
32,Gary Anderson,SCO,66,66,36,0,39.29%,12,2024
33,Mickey Mansell,NIR,27,21,21,0,39.13%,12,2024
34,Connor Scutt,ENG,9,6,9,0,37.5%,12,2024
35,James Hurrell,ENG,9,15,0,0,37.5%,12,2024
36,Keane Barry,IRL,9,6,9,0,37.5%,12,2024
37,Steve Lennon,IRL,9,6,9,0,37.5%,12,2024
38,Michael van Gerwen,NED,126,105,111,0,36.84%,12,2024
39,Joe Cullen,ENG,15,21,6,0,35.71%,12,2024
40,Martin Lukeman,ENG,30,15,39,0,35.71%,12,2024
41,Ryan Meikle,ENG,24,15,30,3,33.33%,12,2024
42,Dave Chisnall,ENG,39,39,39,3,32.5%,12,2024
43,Damon Heta,AUS,36,30,42,3,32.43%,12,2024
44,Gabriel Clemens,GER,27,30,27,0,32.14%,12,2024
45,Rob Cross,ENG,18,18,21,0,31.58%,12,2024
46,Michael Smith,ENG,75,99,66,0,31.25%,12,2024
47,Danny Noppert,NED,54,81,36,3,31.03%,12,2024
48,Dimitri Van den Bergh,BEL,24,33,21,0,30.77%,12,2024
49,Florian Hempel,GER,15,6,30,0,29.41%,12,2024
50,Brendan Dolan,NIR,21,21,27,3,29.17%,12,2024
51,Ricky Evans,ENG,12,15,12,3,28.57%,12,2024
52,Ryan Searle,ENG,24,33,27,0,28.57%,12,2024
53,Maik Kuivenhoven,NED,6,12,0,3,28.57%,12,2024
54,Jim Williams,WAL,6,6,9,0,28.57%,12,2024
55,Wessel Nijman,NED,33,33,51,0,28.21%,12,2024
56,Nathan Aspinall,ENG,42,36,72,3,27.45%,12,2024
57,Callan Rydz,ENG,15,18,24,0,26.32%,12,2024
58,Haupai Puha,NZL,6,9,9,0,25%,12,2024
59,Kevin Doets,NED,12,21,15,0,25%,12,2024
60,Cameron Menzies,SCO,21,18,45,0,25%,12,2024
61,Jonny Clayton,WAL,36,60,51,3,24%,12,2024
62,Luke Woodhouse,ENG,18,21,36,3,23.08%,12,2024
63,Andrew Gilding,ENG,42,78,69,0,22.22%,12,2024
64,Raymond van Barneveld,NED,24,54,33,0,21.62%,12,2024
65,Kim Huybrechts,BEL,12,12,33,0,21.05%,12,2024
66,Robert Owen,WAL,6,15,9,0,20%,12,2024
67,Jeffrey de Graaf,SWE,9,9,27,0,20%,12,2024
68,Scott Williams,ENG,6,12,12,0,20%,12,2024
69,Dom Taylor,ENG,6,15,15,0,16.67%,12,2024
70,Rhys Griffin,WAL,6,12,21,0,15.38%,12,2024
71,Jules Van Dongen,USA,3,9,9,0,14.29%,12,2024
72,Daniel Lauby Jr.,USA,3,9,9,3,12.5%,12,2024
73,Madars Razma,LTV,3,18,6,0,11.11%,12,2024
74,Andy Baetens,BEL,3,15,12,0,10%,12,2024
75,Dirk van Duijvenbode,NED,3,21,6,3,9.09%,12,2024
76,Kevin Troppmann,GER,0,12,12,0,0%,12,2024
77,Adam Gawlas,CZE,0,6,18,0,0%,12,2024
1,James Wade,ENG,12,9,0,0,57.14%,13,2024
2,Luke Humphries,ENG,18,3,18,0,46.15%,13,2024
3,Michael Smith,ENG,15,9,12,0,41.67%,13,2024
4,Stephen Bunting,ENG,6,12,6,0,25%,13,2024
5,Gian van Veen,NED,3,15,3,0,14.29%,13,2024
6,Luke Littler,ENG,3,3,15,0,14.29%,13,2024
7,Dave Chisnall,ENG,3,6,15,3,11.11%,13,2024
1,Jeffrey de Graaf,SWE,21,3,3,0,77.78%,14,2024
2,Mike De Decker,BEL,24,3,6,0,72.73%,14,2024
3,Dom Taylor,ENG,18,6,3,0,66.67%,14,2024
4,James Wade,ENG,12,0,9,0,57.14%,14,2024
5,Jermaine Wattimena,NED,12,6,3,0,57.14%,14,2024
6,Gary Anderson,SCO,15,9,3,0,55.56%,14,2024
7,Peter Wright,SCO,24,9,12,0,53.33%,14,2024
8,Stephen Bunting,ENG,30,0,30,3,47.62%,14,2024
9,Rob Cross,ENG,24,18,9,0,47.06%,14,2024
10,Ryan Joyce,ENG,18,9,12,0,46.15%,14,2024
11,Raymond van Barneveld,NED,24,6,21,3,44.44%,14,2024
12,Krzysztof Ratajski,POL,12,6,9,0,44.44%,14,2024
13,Ricardo Pietreczko,GER,21,3,24,0,43.75%,14,2024
14,Damon Heta,AUS,21,15,9,3,43.75%,14,2024
15,Mickey Mansell,NIR,9,6,6,0,42.86%,14,2024
16,Martin Schindler,GER,27,18,21,0,40.91%,14,2024
17,Chris Dobey,ENG,18,9,18,0,40%,14,2024
18,Josh Rock,NIR,12,9,9,0,40%,14,2024
19,Luke Littler,ENG,30,15,30,0,40%,14,2024
20,Joe Cullen,ENG,18,9,18,0,40%,14,2024
21,Daryl Gurney,NIR,24,6,30,0,40%,14,2024
22,Dave Chisnall,ENG,27,15,27,0,39.13%,14,2024
23,Ritchie Edhouse,ENG,9,6,9,0,37.5%,14,2024
24,Michael van Gerwen,NED,57,39,54,6,36.54%,14,2024
25,Michael Smith,ENG,27,18,27,3,36%,14,2024
26,Cameron Menzies,SCO,15,9,15,3,35.71%,14,2024
27,Luke Humphries,ENG,42,24,54,0,35%,14,2024
28,Gian van Veen,NED,21,24,18,0,33.33%,14,2024
29,Nick Kenny,WAL,12,0,24,0,33.33%,14,2024
30,Luke Woodhouse,ENG,12,6,21,0,30.77%,14,2024
31,Nathan Aspinall,ENG,12,6,21,0,30.77%,14,2024
32,William O'Connor,IRL,6,9,6,0,28.57%,14,2024
33,Callan Rydz,ENG,12,9,21,0,28.57%,14,2024
34,Kevin Doets,NED,6,12,3,0,28.57%,14,2024
