Rank,Player,Country,Stat,Stat Category,Year
275,Raymond van Barneveld,NED,55.53%,Pcnt Legs Won,2024
276,Ross Smith,ENG,55.52%,Pcnt Legs Won,2024
277,Dennie Olde Kalter,NED,55.47%,Pcnt Legs Won,2024
278,Lewis Pride,ENG,55.46%,Pcnt Legs Won,2024
279,Adam Paxton,ENG,55.4%,Pcnt Legs Won,2024
280,Jani Keskinarkaus,FIN,55.36%,Pcnt Legs Won,2024
281,Krzysztof Kciuk,POL,55.36%,Pcnt Legs Won,2024
282,Adrian Gray,ENG,55.32%,Pcnt Legs Won,2024
283,Paul Dawkins,ENG,55.32%,Pcnt Legs Won,2024
284,Haupai Puha,NZL,55.28%,Pcnt Legs Won,2024
285,Neil Duff,NIR,55.26%,Pcnt Legs Won,2024
286,Ted Evetts,ENG,55.24%,Pcnt Legs Won,2024
287,Andy Hamilton,ENG,55.24%,Pcnt Legs Won,2024
288,Patrik Williams,ENG,55.21%,Pcnt Legs Won,2024
289,Gabor Jagicza,HUN,55.2%,Pcnt Legs Won,2024
290,Michael Flynn,IRL,55.19%,Pcnt Legs Won,2024
291,Joey Lynaugh,USA,55.17%,Pcnt Legs Won,2024
292,Mike Gillet,WAL,55.17%,Pcnt Legs Won,2024
293,Dave Chisnall,ENG,55.15%,Pcnt Legs Won,2024
294,David Evans,ENG,55.11%,Pcnt Legs Won,2024
295,Tim Scholz,GER,55.08%,Pcnt Legs Won,2024
296,Daniel Stephenson,ENG,55.06%,Pcnt Legs Won,2024
297,Jermaine Wattimena,NED,55.05%,Pcnt Legs Won,2024
298,Jonny Clayton,WAL,55.02%,Pcnt Legs Won,2024
299,Jamie Atkins,ENG,55.01%,Pcnt Legs Won,2024
300,Wayne Davies,WAL,55%,Pcnt Legs Won,2024
301,Revelino Dubois,SUR,54.99%,Pcnt Legs Won,2024
302,Jarred Cole,ENG,54.98%,Pcnt Legs Won,2024
303,Zhiwei lin,,54.98%,Pcnt Legs Won,2024
304,Haunui Hira,NZL,54.9%,Pcnt Legs Won,2024
305,Katie Sheldon,IRL,54.9%,Pcnt Legs Won,2024
306,Charlie Martin,ENG,54.89%,Pcnt Legs Won,2024
307,Felicia Blay,ENG,54.88%,Pcnt Legs Won,2024
308,Damian Mol,NED,54.88%,Pcnt Legs Won,2024
309,Daniel Outwin,ENG,54.84%,Pcnt Legs Won,2024
310,Justin Hood,ENG,54.81%,Pcnt Legs Won,2024
311,Trevor Burkhill,ENG,54.8%,Pcnt Legs Won,2024
312,Laura Turner,ENG,54.8%,Pcnt Legs Won,2024
313,Colin McGarry,NIR,54.8%,Pcnt Legs Won,2024
314,Kent Joran Sivertsen,,54.8%,Pcnt Legs Won,2024
315,Daniel Larsson,SWE,54.76%,Pcnt Legs Won,2024
316,Jesús Noguera,ESP,54.74%,Pcnt Legs Won,2024
317,Ron Meulenkamp,NED,54.72%,Pcnt Legs Won,2024
318,Sascha Stuhlemmer,GER,54.71%,Pcnt Legs Won,2024
319,Marcel Gerdon,GER,54.65%,Pcnt Legs Won,2024
320,Michael Busscher,NED,54.62%,Pcnt Legs Won,2024
321,Stefan Bellmont,SUI,54.6%,Pcnt Legs Won,2024
322,Kevin Burness,NIR,54.59%,Pcnt Legs Won,2024
323,Tommy Morris,ENG,54.56%,Pcnt Legs Won,2024
324,Tomoya Tsumura,JPN,54.55%,Pcnt Legs Won,2024
325,Richard Rowlands,ENG,54.55%,Pcnt Legs Won,2024
326,Scott Campbell,SCO,54.53%,Pcnt Legs Won,2024
327,Martin Lukeman,ENG,54.49%,Pcnt Legs Won,2024
328,Dylan Dowling,IRL,54.49%,Pcnt Legs Won,2024
329,Joe Croft,ENG,54.49%,Pcnt Legs Won,2024
330,Wayne Jones,ENG,54.48%,Pcnt Legs Won,2024
331,Ondrej Frystacky,CZE,54.46%,Pcnt Legs Won,2024
332,Marcel Walpen,SUI,54.46%,Pcnt Legs Won,2024
333,Peter Jacques,ENG,54.45%,Pcnt Legs Won,2024
334,Daryl Gurney,NIR,54.42%,Pcnt Legs Won,2024
335,Born Van Put,BEL,54.41%,Pcnt Legs Won,2024
336,Mike Norton,ENG,54.37%,Pcnt Legs Won,2024
337,Ritchie Edhouse,ENG,54.35%,Pcnt Legs Won,2024
338,Josh Rock,NIR,54.31%,Pcnt Legs Won,2024
339,Nico Kurz,GER,54.29%,Pcnt Legs Won,2024
340,Grant Brown,ENG,54.28%,Pcnt Legs Won,2024
341,Liu Yuanjun,CHN,54.28%,Pcnt Legs Won,2024
342,Darren Armstrong,ENG,54.26%,Pcnt Legs Won,2024
343,Patrick Lynskey,ENG,54.22%,Pcnt Legs Won,2024
344,James Richardson,ENG,54.16%,Pcnt Legs Won,2024
345,Rusty-Jake Rodriguez,AUT,54.12%,Pcnt Legs Won,2024
346,Jordan Whyte,NZL,54.09%,Pcnt Legs Won,2024
347,Andy Boulton,SCO,54.05%,Pcnt Legs Won,2024
348,Cayden Smith,ENG,54.05%,Pcnt Legs Won,2024
349,Simon Perkins,ENG,54.03%,Pcnt Legs Won,2024
350,Mark Tabak,NED,53.97%,Pcnt Legs Won,2024
351,Scott Walters,ENG,53.96%,Pcnt Legs Won,2024
352,Ricardo Perez,ESP,53.96%,Pcnt Legs Won,2024
353,Michael Mogensen,DEN,53.94%,Pcnt Legs Won,2024
354,Danny Noppert,NED,53.92%,Pcnt Legs Won,2024
355,Martin Schindler,GER,53.92%,Pcnt Legs Won,2024
356,Conor Heneghan,IRL,53.91%,Pcnt Legs Won,2024
357,Claus Bendix Nielsen,DEN,53.91%,Pcnt Legs Won,2024
358,Gyorgy Jehirszki,HUN,53.89%,Pcnt Legs Won,2024
359,Nandor Major,HUN,53.88%,Pcnt Legs Won,2024
360,Ross Montgomery,SCO,53.88%,Pcnt Legs Won,2024
361,Jani Laurila,FIN,53.88%,Pcnt Legs Won,2024
362,James Wade,ENG,53.84%,Pcnt Legs Won,2024
363,Jakub Janaszkiewicz,POL,53.82%,Pcnt Legs Won,2024
364,Dom Taylor,ENG,53.8%,Pcnt Legs Won,2024
365,Marc Vleghert,NED,53.78%,Pcnt Legs Won,2024
366,Michael Smith,ENG,53.76%,Pcnt Legs Won,2024
367,Benjamin Drue Reus,DEN,53.75%,Pcnt Legs Won,2024
368,Jemel Modesto,PHI,53.67%,Pcnt Legs Won,2024
369,Mark Lawrence,ENG,53.66%,Pcnt Legs Won,2024
370,Yukie Sakaguchi,JPN,53.61%,Pcnt Legs Won,2024
371,Larry Butler,USA,53.58%,Pcnt Legs Won,2024
372,Tomas Houdek,CZE,53.57%,Pcnt Legs Won,2024
373,Thomas Köhnlein,GER,53.57%,Pcnt Legs Won,2024
374,Kieran Thompson,ENG,53.49%,Pcnt Legs Won,2024
375,Colinn Haverkate,NED,53.49%,Pcnt Legs Won,2024
376,Adam Mould,ENG,53.48%,Pcnt Legs Won,2024
377,Gerwyn Price,WAL,53.48%,Pcnt Legs Won,2024
378,Patrick Maat,NED,53.48%,Pcnt Legs Won,2024
379,Christopher Wickenden,,53.45%,Pcnt Legs Won,2024
380,Adam Lipscombe,ENG,53.45%,Pcnt Legs Won,2024
381,Felix Schiertz,SUI,53.43%,Pcnt Legs Won,2024
382,Bradley Brooks,ENG,53.42%,Pcnt Legs Won,2024
383,Jeffrey de Graaf,SWE,53.4%,Pcnt Legs Won,2024
384,Jarod Becker,GER,53.4%,Pcnt Legs Won,2024
385,Jonathan Worsley,WAL,53.39%,Pcnt Legs Won,2024
386,Brian Raman,BEL,53.38%,Pcnt Legs Won,2024
387,Doug Boehm,USA,53.37%,Pcnt Legs Won,2024
388,Sam Cankett,WAL,53.36%,Pcnt Legs Won,2024
389,Andrew Davidson,ENG,53.35%,Pcnt Legs Won,2024
390,Arno Merk,GER,53.35%,Pcnt Legs Won,2024
391,Dylan Slevin,IRL,53.32%,Pcnt Legs Won,2024
392,Jannes Bremermann,GER,53.28%,Pcnt Legs Won,2024
393,Mark Pooke,ENG,53.25%,Pcnt Legs Won,2024
394,Nick Fullwell,ENG,53.23%,Pcnt Legs Won,2024
395,Rob Cross,ENG,53.19%,Pcnt Legs Won,2024
396,Callum Francis,ENG,53.18%,Pcnt Legs Won,2024
397,Reece Colley,ENG,53.18%,Pcnt Legs Won,2024
398,Scott Waites,ENG,53.16%,Pcnt Legs Won,2024
399,Dirk van Duijvenbode,NED,53.13%,Pcnt Legs Won,2024
400,Jiri Brescha,CZE,53.04%,Pcnt Legs Won,2024
401,Antony Allen,ENG,53.02%,Pcnt Legs Won,2024
402,Steve Warnock,CAN,53.02%,Pcnt Legs Won,2024
403,Ryan Joyce,ENG,53.02%,Pcnt Legs Won,2024
404,Conan Whitehead,ENG,53.01%,Pcnt Legs Won,2024
405,Colin Osborne,ENG,52.99%,Pcnt Legs Won,2024
406,Harry Gregory,ENG,52.99%,Pcnt Legs Won,2024
407,Mikkel Knudsen,DEN,52.96%,Pcnt Legs Won,2024
408,Roy van de Griendt,NED,52.94%,Pcnt Legs Won,2024
409,Bjorn Beauprez,BEL,52.94%,Pcnt Legs Won,2024
410,Martin Thomas,WAL,52.92%,Pcnt Legs Won,2024
411,Bram van Dijk,NED,52.91%,Pcnt Legs Won,2024
412,Jurjen van der Velde,NED,52.89%,Pcnt Legs Won,2024
413,José Justicia,ESP,52.88%,Pcnt Legs Won,2024
414,Owen Maiden,ENG,52.88%,Pcnt Legs Won,2024
415,Marvin Koch,GER,52.84%,Pcnt Legs Won,2024
416,Roemer Mooijman,NED,52.82%,Pcnt Legs Won,2024
417,Thor Helmer Johansen,NOR,52.81%,Pcnt Legs Won,2024
418,Tyler Thorpe,ENG,52.79%,Pcnt Legs Won,2024
419,Daniel Astbury,ENG,52.78%,Pcnt Legs Won,2024
420,Sam Spivey,ENG,52.76%,Pcnt Legs Won,2024
421,Sean Fisher,WAL,52.72%,Pcnt Legs Won,2024
422,Rose Mort,ENG,52.71%,Pcnt Legs Won,2024
423,Nicolas Thuillier,FRA,52.71%,Pcnt Legs Won,2024
424,Devon Petersen,RSA,52.69%,Pcnt Legs Won,2024
425,Mike Warburton,WAL,52.67%,Pcnt Legs Won,2024
426,Niels Zonneveld,NED,52.59%,Pcnt Legs Won,2024
427,Mattias Jonsson,DEN,52.53%,Pcnt Legs Won,2024
428,Paul Krohne,GER,52.51%,Pcnt Legs Won,2024
429,Charlie Large,ENG,52.5%,Pcnt Legs Won,2024
430,Owen Roelofs,NED,52.47%,Pcnt Legs Won,2024
431,Jeroen Mioch,NED,52.47%,Pcnt Legs Won,2024
432,Callan Rydz,ENG,52.47%,Pcnt Legs Won,2024
433,Rohan Brouwers,NED,52.44%,Pcnt Legs Won,2024
434,Luke Woodhouse,ENG,52.43%,Pcnt Legs Won,2024
435,Ralfs Laumanis,LTV,52.43%,Pcnt Legs Won,2024
436,Martin Adams,ENG,52.4%,Pcnt Legs Won,2024
437,Finn Prokop,GER,52.36%,Pcnt Legs Won,2024
438,Derk Telnekes,NED,52.33%,Pcnt Legs Won,2024
439,Harry Lane,ENG,52.3%,Pcnt Legs Won,2024
440,Bradly Roes,NED,52.3%,Pcnt Legs Won,2024
441,Nathan Aspinall,ENG,52.29%,Pcnt Legs Won,2024
442,David Davies,WAL,52.27%,Pcnt Legs Won,2024
443,Ashley Coleman,ENG,52.27%,Pcnt Legs Won,2024
444,Mladen Radosavljevic,SRB,52.26%,Pcnt Legs Won,2024
445,Christopher Toonders,GER,52.26%,Pcnt Legs Won,2024
446,Mark McGeeney,ENG,52.25%,Pcnt Legs Won,2024
447,William Leijten,NED,52.22%,Pcnt Legs Won,2024
448,David Hanel,AUS,52.17%,Pcnt Legs Won,2024
449,Kevin Painter,ENG,52.16%,Pcnt Legs Won,2024
450,William O'Connor,IRL,52.15%,Pcnt Legs Won,2024
451,Richard Veenstra,NED,52.14%,Pcnt Legs Won,2024
452,Andrew Houghton,ENG,52.14%,Pcnt Legs Won,2024
453,Paavo Myller,FIN,52.14%,Pcnt Legs Won,2024
454,Kevin Leadenham,ENG,52.08%,Pcnt Legs Won,2024
455,Hajime Watanabe,JPN,52.04%,Pcnt Legs Won,2024
456,Madars Razma,LTV,52.02%,Pcnt Legs Won,2024
457,Riccardo Castelli,ITA,52%,Pcnt Legs Won,2024
458,Stefan Schroder,NED,51.99%,Pcnt Legs Won,2024
459,Nigel Prior,ENG,51.92%,Pcnt Legs Won,2024
460,Stephan Wood,ENG,51.9%,Pcnt Legs Won,2024
461,Felix Springer,GER,51.9%,Pcnt Legs Won,2024
462,Dan Read,ENG,51.9%,Pcnt Legs Won,2024
463,Kyle Macleod,WAL,51.89%,Pcnt Legs Won,2024
464,Keith Rooney,IRL,51.88%,Pcnt Legs Won,2024
465,Dalibor Smolik,CZE,51.87%,Pcnt Legs Won,2024
466,Patrick Klingelhoefer,GER,51.84%,Pcnt Legs Won,2024
467,Keith Zahner,GER,51.84%,Pcnt Legs Won,2024
468,Sebastian Steyer,POL,51.82%,Pcnt Legs Won,2024
469,Aden Kirk,ENG,51.79%,Pcnt Legs Won,2024
470,Karel Sedláček,CZE,51.76%,Pcnt Legs Won,2024
471,Keelan Kay,ENG,51.76%,Pcnt Legs Won,2024
472,Dave Marland,AUS,51.75%,Pcnt Legs Won,2024
473,Kevin Dowling,ENG,51.72%,Pcnt Legs Won,2024
474,János Végső,HUN,51.68%,Pcnt Legs Won,2024
475,Mason Whitlock,ENG,51.62%,Pcnt Legs Won,2024
476,Krzysztof Ratajski,POL,51.61%,Pcnt Legs Won,2024
477,Niclas Wierling,GER,51.6%,Pcnt Legs Won,2024
478,Zac Griffiths,ENG,51.6%,Pcnt Legs Won,2024
479,Alan Soutar,SCO,51.59%,Pcnt Legs Won,2024
480,Steve Hanley,NZL,51.59%,Pcnt Legs Won,2024
481,Pál Székely,HUN,51.58%,Pcnt Legs Won,2024
482,Jody Toback,BEL,51.57%,Pcnt Legs Won,2024
483,Chris Quantock,ENG,51.57%,Pcnt Legs Won,2024
484,Darren Webster,ENG,51.57%,Pcnt Legs Won,2024
485,Kevin Doets,NED,51.56%,Pcnt Legs Won,2024
486,Michael Hurtz,GER,51.55%,Pcnt Legs Won,2024
487,Marcel Hausotter,GER,51.53%,Pcnt Legs Won,2024
488,Greg Ritchie,SCO,51.52%,Pcnt Legs Won,2024
489,Damian Palaszewski,POL,51.5%,Pcnt Legs Won,2024
490,Mihaly Vida,HUN,51.5%,Pcnt Legs Won,2024
491,Steve Haggerty,ENG,51.49%,Pcnt Legs Won,2024
492,Travis Baur,NIR,51.47%,Pcnt Legs Won,2024
493,Stephen Burton,ENG,51.45%,Pcnt Legs Won,2024
494,Vladimir Andersen,DEN,51.44%,Pcnt Legs Won,2024
495,Liam Goyne,ENG,51.41%,Pcnt Legs Won,2024
496,Andy Baetens,BEL,51.4%,Pcnt Legs Won,2024
497,Alan Norris,ENG,51.39%,Pcnt Legs Won,2024
498,Paul Mitchell,ENG,51.38%,Pcnt Legs Won,2024
499,Lukas Wenig,GER,51.37%,Pcnt Legs Won,2024
500,Arjan Konterman,NED,51.32%,Pcnt Legs Won,2024
501,Gabriel Clemens,GER,51.3%,Pcnt Legs Won,2024
502,Robin Beger,GER,51.28%,Pcnt Legs Won,2024
503,Lennon Cradock,ENG,51.27%,Pcnt Legs Won,2024
504,Adriana van Wijgerden-Vermaat,IRL,51.27%,Pcnt Legs Won,2024
505,Gabriel Rollo,ITA,51.26%,Pcnt Legs Won,2024
506,Dylan Quinn,IRL,51.26%,Pcnt Legs Won,2024
507,Adam Smith-Neale,ENG,51.23%,Pcnt Legs Won,2024
508,Aaron Colley,ENG,51.2%,Pcnt Legs Won,2024
509,Oliver Madge,ENG,51.16%,Pcnt Legs Won,2024
510,Rintaro Hara,JPN,51.15%,Pcnt Legs Won,2024
511,Florian Hempel,GER,51.08%,Pcnt Legs Won,2024
512,Ian White,ENG,51.08%,Pcnt Legs Won,2024
513,Oliver Ufer,GER,51.03%,Pcnt Legs Won,2024
514,Laszlo Ancsin,HUN,51.03%,Pcnt Legs Won,2024
515,Matthew Dennant,ENG,51.01%,Pcnt Legs Won,2024
516,Simeon Heinz,GER,51.01%,Pcnt Legs Won,2024
517,Marcel Erba,GER,51%,Pcnt Legs Won,2024
518,Jan Dueckers,GER,50.92%,Pcnt Legs Won,2024
519,Filip Sebesta,CZE,50.92%,Pcnt Legs Won,2024
520,Stuart Wares,SCO,50.91%,Pcnt Legs Won,2024
521,Jacob Gwynne,ENG,50.91%,Pcnt Legs Won,2024
522,Jamie Robinson,ENG,50.87%,Pcnt Legs Won,2024
523,Andrew Gilding,ENG,50.8%,Pcnt Legs Won,2024
524,Jim Williams,WAL,50.76%,Pcnt Legs Won,2024
525,Arne Degryse,BEL,50.75%,Pcnt Legs Won,2024
526,David Wawrzewski,ENG,50.74%,Pcnt Legs Won,2024
527,Dave Richardson,CAN,50.72%,Pcnt Legs Won,2024
528,Ash Khayat,ENG,50.72%,Pcnt Legs Won,2024
529,Matthias Moors,BEL,50.71%,Pcnt Legs Won,2024
530,James Hurrell,ENG,50.63%,Pcnt Legs Won,2024
531,Peter Strbik,HUN,50.6%,Pcnt Legs Won,2024
532,Scott Williams,ENG,50.54%,Pcnt Legs Won,2024
533,Lee Cocks,ENG,50.53%,Pcnt Legs Won,2024
534,Kevin Lankhuizen,BEL,50.51%,Pcnt Legs Won,2024
535,Finley Pember,WAL,50.49%,Pcnt Legs Won,2024
536,Jack Sheppard,NZL,50.47%,Pcnt Legs Won,2024
537,Morgan Shillito,ENG,50.45%,Pcnt Legs Won,2024
538,Mickey Mansell,NIR,50.41%,Pcnt Legs Won,2024
539,Timothy Verbrugghe,BEL,50.4%,Pcnt Legs Won,2024
540,Nico Blum,GER,50.39%,Pcnt Legs Won,2024
541,Ciarán Teehan,IRL,50.37%,Pcnt Legs Won,2024
542,Aurora Fochesato,ITA,50.35%,Pcnt Legs Won,2024
543,Dimitri Van den Bergh,BEL,50.28%,Pcnt Legs Won,2024
544,Dmitriy Zhukov,LTV,50.25%,Pcnt Legs Won,2024
545,Gilbert van der Meijden,NED,50.23%,Pcnt Legs Won,2024
546,Maarten Jacobus Post,NED,50.19%,Pcnt Legs Won,2024
547,Lee Barrow,ENG,50.17%,Pcnt Legs Won,2024
548,Robert Thornton,SCO,50.16%,Pcnt Legs Won,2024
549,David Jeske,GER,50.15%,Pcnt Legs Won,2024
550,Jack Mayoh,ENG,50.13%,Pcnt Legs Won,2024
551,Maik Kuivenhoven,NED,50.11%,Pcnt Legs Won,2024
552,Kevin Lane,IOM,50.1%,Pcnt Legs Won,2024
553,Ryan O Connor,ENG,50%,Pcnt Legs Won,2024
554,Owen Carr,IRL,50%,Pcnt Legs Won,2024
555,Daniel Snookes,NZL,50%,Pcnt Legs Won,2024
556,Chris Landman,NED,49.91%,Pcnt Legs Won,2024
557,Peter Burgoyne,ENG,49.89%,Pcnt Legs Won,2024
558,Ricardo Ham,NED,49.81%,Pcnt Legs Won,2024
559,Vince Tipple,ENG,49.8%,Pcnt Legs Won,2024
560,Ryan Meikle,ENG,49.78%,Pcnt Legs Won,2024
561,Christian Helmecke,GER,49.78%,Pcnt Legs Won,2024
562,Thibault Tricole,FRA,49.71%,Pcnt Legs Won,2024
563,Coby Jones-Swanson,ENG,49.7%,Pcnt Legs Won,2024
564,Jeroen Caron,BEL,49.69%,Pcnt Legs Won,2024
565,Desiree Geel,NED,49.68%,Pcnt Legs Won,2024
566,Radoslaw Szaganski,POL,49.63%,Pcnt Legs Won,2024
567,Mario Vandenbogaerde,BEL,49.57%,Pcnt Legs Won,2024
568,Eddie Lovely,ENG,49.51%,Pcnt Legs Won,2024
569,Darren Brown,ENG,49.51%,Pcnt Legs Won,2024
570,Kim Huybrechts,BEL,49.5%,Pcnt Legs Won,2024
571,Chas Barstow,ENG,49.38%,Pcnt Legs Won,2024
572,Mensur Suljović,AUT,49.38%,Pcnt Legs Won,2024
573,Vladimir Zatko,SVK,49.37%,Pcnt Legs Won,2024
574,Lennert Faes,BEL,49.33%,Pcnt Legs Won,2024
575,Hakon Helling,NOR,49.32%,Pcnt Legs Won,2024
576,Kevin Mills,ENG,49.29%,Pcnt Legs Won,2024
577,Ryan Harrington,ENG,49.28%,Pcnt Legs Won,2024
578,Peter Wright,SCO,49.28%,Pcnt Legs Won,2024
579,René Eidams,GER,49.27%,Pcnt Legs Won,2024
580,Bradley van der Velden,NED,49.25%,Pcnt Legs Won,2024
581,Niall Culleton,IRL,49.24%,Pcnt Legs Won,2024
582,Johnny Stewart,NIR,49.16%,Pcnt Legs Won,2024
583,Dominik Moravcik,CZE,49.16%,Pcnt Legs Won,2024
584,Zereso Zeverboom,NED,49.16%,Pcnt Legs Won,2024
585,George Killington,ENG,49.15%,Pcnt Legs Won,2024
586,Jorge Garcia Del Pozo,ESP,49.15%,Pcnt Legs Won,2024
587,Cory Evans,WAL,49.13%,Pcnt Legs Won,2024
588,Angelo Van Deventer,NED,49.11%,Pcnt Legs Won,2024
589,Jeffrey de Zwaan,NED,49.1%,Pcnt Legs Won,2024
590,Stu Wilson,ENG,49.09%,Pcnt Legs Won,2024
591,Pascal Wirotius,GER,49.05%,Pcnt Legs Won,2024
592,Danny Tessmann,GER,49%,Pcnt Legs Won,2024
593,Owen Bates,ENG,49%,Pcnt Legs Won,2024
594,Boris Krčmar,CRO,48.93%,Pcnt Legs Won,2024
595,Joe Cullen,ENG,48.82%,Pcnt Legs Won,2024
596,Jitse van der Wal,NED,48.8%,Pcnt Legs Won,2024
597,Brendan Dolan,NIR,48.78%,Pcnt Legs Won,2024
598,Robert Rickwood,ENG,48.77%,Pcnt Legs Won,2024
599,Rhys Griffin,WAL,48.77%,Pcnt Legs Won,2024
600,Andras Borbely,HUN,48.69%,Pcnt Legs Won,2024
601,Joe Murnan,ENG,48.67%,Pcnt Legs Won,2024
602,Bent Lambertsen,DEN,48.64%,Pcnt Legs Won,2024
603,Robert Owen,WAL,48.62%,Pcnt Legs Won,2024
604,Sam Cromwell,ENG,48.61%,Pcnt Legs Won,2024
605,Ryan Furness,ENG,48.6%,Pcnt Legs Won,2024
606,Lee Williams,WAL,48.6%,Pcnt Legs Won,2024
607,Jim Walker,SCO,48.55%,Pcnt Legs Won,2024
608,Ricky Evans,ENG,48.52%,Pcnt Legs Won,2024
609,Keaton Williams,ENG,48.44%,Pcnt Legs Won,2024
610,Nick Kenny,WAL,48.36%,Pcnt Legs Won,2024
611,Mervyn King,ENG,48.35%,Pcnt Legs Won,2024
612,Graham Hall,ENG,48.35%,Pcnt Legs Won,2024
613,Jonathan Kavanagh,ENG,48.33%,Pcnt Legs Won,2024
614,Nunjo Dewaele,BEL,48.28%,Pcnt Legs Won,2024
615,Cole Davey,WAL,48.28%,Pcnt Legs Won,2024
616,Mindaugas Barauskas,LTH,48.28%,Pcnt Legs Won,2024
617,Daniel Lauby Jr.,USA,48.2%,Pcnt Legs Won,2024
618,Steve Hine,ENG,48.17%,Pcnt Legs Won,2024
619,Patrick Quinn,IRL,48.17%,Pcnt Legs Won,2024
620,Lee Budgen,ENG,48.15%,Pcnt Legs Won,2024
621,Richie Burnett,WAL,48.14%,Pcnt Legs Won,2024
622,Jimmy Hendriks,NED,48.08%,Pcnt Legs Won,2024
623,Steve Beaton,ENG,48.05%,Pcnt Legs Won,2024
624,Adam Gawlas,CZE,48.03%,Pcnt Legs Won,2024
625,Par Riihonen,SWE,47.87%,Pcnt Legs Won,2024
626,Martijn Dragt,NED,47.84%,Pcnt Legs Won,2024
627,Shane Hayward,WAL,47.81%,Pcnt Legs Won,2024
628,Darren Beveridge,SCO,47.81%,Pcnt Legs Won,2024
629,Cian McCormack,IRL,47.62%,Pcnt Legs Won,2024
630,Trina Gulliver,ENG,47.6%,Pcnt Legs Won,2024
631,Xicheng Han,CHN,47.6%,Pcnt Legs Won,2024
632,Michael Ladefoged,DEN,47.58%,Pcnt Legs Won,2024
633,Calvin Nicolai,NED,47.54%,Pcnt Legs Won,2024
634,Stacey Ellis,ENG,47.52%,Pcnt Legs Won,2024
635,Jack Vincent,ENG,47.49%,Pcnt Legs Won,2024
636,Ricardo Pietreczko,GER,47.48%,Pcnt Legs Won,2024
637,Ivan Springborg Poulsen,DEN,47.42%,Pcnt Legs Won,2024
638,Connor Hopkins,WAL,47.41%,Pcnt Legs Won,2024
639,James Welding,ENG,47.4%,Pcnt Legs Won,2024
640,Christian Perez,PHI,47.39%,Pcnt Legs Won,2024
641,Jose De Sousa,POR,47.38%,Pcnt Legs Won,2024
642,Raymond Mulvey,,47.35%,Pcnt Legs Won,2024
643,Daniel Klose,GER,47.34%,Pcnt Legs Won,2024
644,Brett Claydon,ENG,47.25%,Pcnt Legs Won,2024
645,Berry van Peer,NED,47.24%,Pcnt Legs Won,2024
646,Hidehiko Ishimori,JPN,47.2%,Pcnt Legs Won,2024
647,Joshua Hermann,GER,47.19%,Pcnt Legs Won,2024
648,Lewis Dare,ENG,47.18%,Pcnt Legs Won,2024
649,Michel van der Horst,NED,47.08%,Pcnt Legs Won,2024
650,Chris Savvery,WAL,47.06%,Pcnt Legs Won,2024
651,James van Besien,BEL,47%,Pcnt Legs Won,2024
652,Matt Campbell,CAN,46.95%,Pcnt Legs Won,2024
653,Levente Sarai,HUN,46.92%,Pcnt Legs Won,2024
654,Tim Wolters,GER,46.92%,Pcnt Legs Won,2024
655,Steve Lennon,IRL,46.91%,Pcnt Legs Won,2024
656,Adam Hunt,ENG,46.85%,Pcnt Legs Won,2024
657,Neil Parry,WAL,46.79%,Pcnt Legs Won,2024
658,Jelle Klaasen,NED,46.79%,Pcnt Legs Won,2024
659,Chris Hurds,ENG,46.76%,Pcnt Legs Won,2024
660,Dustin Straver,NED,46.72%,Pcnt Legs Won,2024
661,Liu Chengan,CHN,46.7%,Pcnt Legs Won,2024
662,Geoffrey Heath,,46.69%,Pcnt Legs Won,2024
663,Jeffrey Sparidaans,NED,46.68%,Pcnt Legs Won,2024
664,Sergio Krassen,ITA,46.65%,Pcnt Legs Won,2024
665,John Cook,WAL,46.61%,Pcnt Legs Won,2024
666,Brandon Goddard,USA,46.55%,Pcnt Legs Won,2024
667,Jake Neale,ENG,46.55%,Pcnt Legs Won,2024
668,Michael Stoeten,NED,46.46%,Pcnt Legs Won,2024
669,Wesley Mol,NED,46.45%,Pcnt Legs Won,2024
670,Maximilian Nirschl,GER,46.45%,Pcnt Legs Won,2024
671,Kelly Streef,NED,46.43%,Pcnt Legs Won,2024
672,John Part,CAN,46.39%,Pcnt Legs Won,2024
673,Jamie Tilley,ENG,46.35%,Pcnt Legs Won,2024
674,Julian Zwergel,GER,46.33%,Pcnt Legs Won,2024
675,Ultan McDyer,IRL,46.31%,Pcnt Legs Won,2024
676,Robert Grundy,,46.3%,Pcnt Legs Won,2024
677,Carl Sneyd,ENG,46.3%,Pcnt Legs Won,2024
678,Derek Maclean,SCO,46.17%,Pcnt Legs Won,2024
679,Michele Turetta,ITA,46.05%,Pcnt Legs Won,2024
680,Gary Blades,ENG,46.04%,Pcnt Legs Won,2024
681,Benjamin Reus,DEN,45.98%,Pcnt Legs Won,2024
682,Levi Kransel,USA,45.97%,Pcnt Legs Won,2024
683,Lloyd Walker,ENG,45.82%,Pcnt Legs Won,2024
684,Hallgrimur Egilsson,ISL,45.78%,Pcnt Legs Won,2024
685,Arngrimur Olafsson,ISL,45.72%,Pcnt Legs Won,2024
686,James Parkin,ENG,45.72%,Pcnt Legs Won,2024
687,Ruben Mesters,NED,45.69%,Pcnt Legs Won,2024
688,Nathan Care,ENG,45.67%,Pcnt Legs Won,2024
689,Rowby-John Rodriguez,AUT,45.55%,Pcnt Legs Won,2024
690,Jeffrey Keen,NED,45.5%,Pcnt Legs Won,2024
691,Jamie Hughes,ENG,45.44%,Pcnt Legs Won,2024
